# scer_aggregation_psup_long.txt 
# Generated:  Tue Feb 19 18:22:52 2019 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
# 
orf	gene	experiment	n.detections	n.peptides	intensity.t	intensity.s	intensity.p	psup	psup.lo	psup.hi
YMR149W	SWP1	46C.4min	3	2	74441000	9742699.99999999	143911000	0.0489	0.0223	0.107
YMR149W	SWP1	46C.8min	3	2	4466000	3139000	15521500	0.1666	0.0831	0.3024
YMR152W	YIM1	30C.rep1	4	2	28677200	20323100	31224440	0.3468	0.192	0.5459
YMR152W	YIM1	30C.rep3	2	2	2905900	630739	208564	0.4397	0.0894	0.9176
YMR152W	YIM1	37C.8min	2	1	8986530	1931370	1696390	0.2486	0.0536	0.7166
YMR152W	YIM1	46C.4min	4	4	39193600	12756200	16362880	0.3666	0.2144	0.5596
YMR153W	NUP53	30C.rep1	1	1	395440	10671	649060	0.015	0.0037	0.0576
YMR153W	NUP53	30C.rep2	0	1	NA	NA	NA	0.21	1e-04	0.7687
YMR153W	NUP53	37C.8min	1	1	658450	36283	75004	0.0958	0.0102	0.5763
YMR153W	NUP53	42C.8min	0	1	NA	NA	NA	0.4708	0.0366	0.9993
YMR153W	NUP53	46C.2min	1	1	925620	124740	350200	0.117	0.0204	0.5487
YMR153W	NUP53	46C.4min	2	2	68943300	32430900	12907100	0.3165	0.1371	0.601
YMR154C	RIM13	30C.rep1	1	2	272380	2535000	107730	0.8944	0.645	0.9781
YMR154C	RIM13	46C.4min	1	1	801480	546260	429400	0.5162	0.1829	0.8452
YMR154C	RIM13	46C.8min	5	1	417228	39594890	2609493	0.849	0.7641	0.9092
YMR157C	AIM36	30C.rep1	0	1	NA	NA	NA	0.1629	5e-04	0.7334
YMR157C	AIM36	30C.rep2	0	1	NA	NA	NA	0.3717	2e-04	0.9418
YMR157C	AIM36	46C.2min	1	1	11780000	352140	1955500	0.0272	0.0046	0.1545
YMR158W	MRPS8	30C.rep1	2	2	13040400	13409400	10045270	0.5326	0.2654	0.7879
YMR158W	MRPS8	37C.8min	0	1	NA	NA	NA	0.2379	0.0162	0.9953
YMR158W	MRPS8	42C.8min	1	1	23772000	8497700	23013000	0.2287	0.0345	0.7657
YMR158W	MRPS8	46C.4min	2	2	7170270	2047263	1534852	0.4415	0.1911	0.7253
YMR161W	HLJ1	30C.rep1	3	2	25837100	2820370	26907500	0.0527	0.0236	0.1173
YMR161W	HLJ1	46C.2min	2	1	19208040	25203300	10802640	0.7668	0.4718	0.9288
YMR161W	HLJ1	46C.4min	1	1	6812900	656290	8794600	0.0517	0.0124	0.2101
YMR161W	HLJ1	46C.8min	0	1	NA	NA	NA	0.2512	0.0762	0.5758
YMR162C	DNF3	46C.8min	0	1	NA	NA	NA	0.1084	0.0259	0.3407
YMR163C	INP2	30C.rep3	1	1	11775000	6521400	742200	0.8428	0.2294	0.9935
YMR165C	PAH1	30C.rep1	1	1	2197700	2012500	473570	0.6799	0.2827	0.9282
YMR165C	PAH1	46C.2min	1	1	1487800	2245200	12677000	0.2834	0.0653	0.6939
YMR165C	PAH1	46C.4min	1	1	60483000	4876900	56208999.9999999	0.0543	0.0134	0.1981
YMR166C	MME1	37C.8min	2	1	22409000	4936700	6401600	0.309	0.0811	0.7478
YMR167W	MLH1	42C.8min	3	3	67170200	20729140	4286950	0.4154	0.1439	0.7963
YMR167W	MLH1	46C.4min	1	1	92066999.9999999	27482000	2205200	0.9324	0.7048	0.9865
YMR170C	ALD2	30C.rep1	8	7	38054000	61320300	6538250	0.8915	0.8214	0.937
YMR170C	ALD2	30C.rep2	1	2	11652000	11630000	3391500	0.7633	0.3833	0.9452
YMR170C	ALD2	30C.rep3	5	4	2873390	2303020	318770	0.8356	0.5676	0.9609
YMR170C	ALD2	37C.8min	8	6	33948000	20225520	11846405	0.7283	0.4992	0.8862
YMR170C	ALD2	42C.8min	4	3	6461940	4959000	772276.2	0.8563	0.5899	0.9626
YMR170C	ALD2	46C.2min	1	1	4667400	8392399.99999999	1029300	0.7957	0.3363	0.9721
YMR170C	ALD2	46C.4min	5	4	45954800	38290590	5698300	0.8665	0.7524	0.9328
YMR170C	ALD2	46C.8min	4	4	2465679.2	6685053	799049.4	0.9214	0.8533	0.9588
YMR172W	HOT1	30C.rep3	1	1	159020	269320	652630	0.5445	0.1006	0.943
YMR172W	HOT1	46C.2min	0	1	NA	NA	NA	0.7105	0.103	0.9996
YMR172W	HOT1	46C.4min	1	1	414180	273260	203300	0.5292	0.1938	0.8569
YMR173W	DDR48	30C.rep1	5	6	3241410	19218950	301840	0.9639	0.9255	0.9833
YMR173W	DDR48	30C.rep2	6	4	4292100	4679470	221573.4	0.9784	0.9576	0.9897
YMR173W	DDR48	30C.rep3	1	1	10972	27580	6295.3	0.8608	0.3354	0.9898
YMR173W	DDR48	42C.8min	0	2	NA	NA	NA	0.9803	0.6569	1
YMR173W	DDR48	46C.2min	32	9	240084700	273147370	28812996	0.9001	0.8552	0.9343
YMR173W	DDR48	46C.4min	4	2	10214000	13464600	402312	0.9736	0.9414	0.9882
YMR173W	DDR48	46C.8min	2	5	293100	1313460	158219	0.8547	0.7042	0.9352
YMR176W	ECM5	42C.8min	1	1	9784.99999999999	57983	194730	0.4799	0.1224	0.8718
YMR176W	ECM5	46C.4min	1	1	2035400	655830	3389700	0.1519	0.0422	0.4512
YMR178W	YMR178W	30C.rep1	3	3	2271860	7065600	658100	0.8557	0.6894	0.9383
YMR178W	YMR178W	30C.rep2	5	3	40073500	33232610	7356050	0.8121	0.6603	0.9065
YMR178W	YMR178W	30C.rep3	1	1	172140	95574.9999999999	2209.4	0.9693	0.5637	0.9991
YMR178W	YMR178W	42C.8min	1	1	5297500	3844800	318450	0.8845	0.3662	0.9915
YMR178W	YMR178W	46C.2min	3	1	25491600	24450100	2026110	0.8671	0.6133	0.965
YMR178W	YMR178W	46C.4min	2	2	4815000	2451270	671661	0.8058	0.5504	0.9313
YMR178W	YMR178W	46C.8min	1	1	175370	411830	217200	0.6104	0.2918	0.8625
YMR179W	SPT21	46C.8min	1	1	2640000	6675100	1999600	0.7224	0.4045	0.9049
YMR183C	SSO2	30C.rep1	2	2	13615300	5314290	14648300	0.1544	0.0569	0.3721
YMR183C	SSO2	30C.rep2	2	2	215449700	59799810	673611790	0.0842	0.0289	0.2307
YMR183C	SSO2	30C.rep3	1	1	492250	33718	18134	0.1782	0.0178	0.842
YMR183C	SSO2	37C.8min	5	2	15319880	2445246	33790190	0.1949	0.0749	0.4441
YMR183C	SSO2	42C.8min	7	4	40837950	6484310	12979240	0.162	0.0744	0.3215
YMR183C	SSO2	46C.2min	2	2	53773800	10504800	19369700	0.2825	0.0803	0.6561
YMR183C	SSO2	46C.4min	8	3	240061700	53203340	258874400	0.1161	0.0706	0.1828
YMR183C	SSO2	46C.8min	1	1	834210	883000	2993800	0.26	0.0895	0.5756
YMR184W	ADD37	30C.rep1	0	1	NA	NA	NA	0.7005	0.1392	0.9983
YMR184W	ADD37	37C.8min	1	1	4479900	1709800	779150	0.6947	0.1439	0.9814
YMR184W	ADD37	46C.4min	1	1	5477200	6413900	3437800	0.6181	0.2743	0.882
YMR185W	RTP1	30C.rep1	3	1	3363839	4299450	488220	0.8121	0.6254	0.9164
YMR185W	RTP1	46C.2min	1	1	1748600	599710	708090	0.3081	0.0543	0.8157
YMR185W	RTP1	46C.4min	2	1	2716610	369940	1433290	0.1332	0.05	0.3266
YMR185W	RTP1	46C.8min	1	1	18695000	36520000	25010000	0.5633	0.2548	0.837
YMR186W	HSC82	30C.rep1	190	42	7232483483	12645515650	944881322.3	0.89	0.876	0.9022
YMR186W	HSC82	30C.rep2	143	45	15926697165	16372690587	3844431401.2	0.8524	0.8302	0.8723
YMR186W	HSC82	30C.rep3	114	32	882631551	826455353	48100048.1	0.9197	0.8891	0.9438
YMR186W	HSC82	37C.8min	198	43	7837314842	4321530088	640800461.3	0.9273	0.907	0.9428
YMR186W	HSC82	42C.8min	194	45	6011887997	4754381613.7	376206834.32	0.8999	0.8774	0.9192
YMR186W	HSC82	46C.2min	166	46	19614436460	19899727890	1131082262	0.9248	0.909	0.9379
YMR186W	HSC82	46C.4min	166	39	11481828498	9789749159	1593993047	0.8763	0.8605	0.8905
YMR186W	HSC82	46C.8min	150	41	1679000214	4590238816	607447784.1	0.867	0.8525	0.88
YMR188C	MRPS17	30C.rep1	3	2	10414320	10842700	2960830	0.6497	0.4031	0.8407
YMR188C	MRPS17	30C.rep3	0	1	NA	NA	NA	0.8691	0.1333	1
YMR188C	MRPS17	46C.4min	6	4	36950700	25546170	22039200	0.4836	0.3284	0.6526
YMR189W	GCV2	30C.rep1	25	18	129062680	172258420	27036234	0.8005	0.7385	0.8509
YMR189W	GCV2	30C.rep2	4	3	34071600	26334600	157745800	0.5323	0.3215	0.7301
YMR189W	GCV2	30C.rep3	5	5	6879630	7319380	1100464	0.9047	0.6797	0.9774
YMR189W	GCV2	37C.8min	5	4	34234300	36895600	13445420	0.8708	0.6711	0.9603
YMR189W	GCV2	46C.2min	3	3	67163000	67598000	9242700	0.8036	0.5341	0.9446
YMR189W	GCV2	46C.4min	23	17	249311540	217784550	73445950	0.7354	0.6609	0.7987
YMR189W	GCV2	46C.8min	8	8	9622220	28081790	6056240	0.789	0.6885	0.8604
YMR192W	GYL1	30C.rep1	1	1	623360	1418400	478810	0.6376	0.2759	0.8976
YMR193W	MRPL24	30C.rep1	3	2	11952700	13938200	8191000	0.4897	0.2752	0.7233
YMR193W	MRPL24	30C.rep3	2	2	1099880	244814	195499	0.2719	0.0546	0.7524
YMR193W	MRPL24	46C.4min	1	1	19794000	10566000	8846100	0.4918	0.1724	0.8451
YMR193W	MRPL24	46C.8min	1	1	675640	2204100	1194000	0.6064	0.2815	0.845
YMR194W	RPL36A	30C.rep1	4	1	54733580	95635799.9999999	18489780	0.7511	0.571	0.8759
YMR194W	RPL36A	30C.rep2	1	1	353670000	305690000	80738999.9999999	0.7951	0.4114	0.9579
YMR194W	RPL36A	30C.rep3	3	1	39965800	22641700	1779380	0.9034	0.5768	0.9878
YMR194W	RPL36A	37C.8min	1	1	147810000	75287000	17261000	0.8323	0.2522	0.9917
YMR194W	RPL36A	42C.8min	4	1	65261500	74646099.9999999	9258620	0.8029	0.5266	0.9413
YMR194W	RPL36A	46C.2min	1	1	17579000	21817000	2500300	0.7962	0.3169	0.9775
YMR194W	RPL36A	46C.4min	2	1	13836590	20395400	2628430	0.9092	0.7578	0.9701
YMR194W	RPL36A	46C.8min	1	1	4998400	12987000	2668900	0.7874	0.4675	0.9341
YMR196W	YMR196W	30C.rep1	6	6	33120010	71381310	18598153	0.7827	0.6446	0.8756
YMR196W	YMR196W	30C.rep2	2	1	2854020	2674500	1020640	0.7271	0.4387	0.899
YMR196W	YMR196W	30C.rep3	2	2	8760740	17604600	418840	0.9704	0.7916	0.9973
YMR196W	YMR196W	37C.8min	0	1	NA	NA	NA	0.9899	0.6294	1
YMR196W	YMR196W	42C.8min	2	1	2933700	3601700	208800	0.9339	0.6689	0.9904
YMR196W	YMR196W	46C.2min	3	2	26533800	26330100	3452300	0.8284	0.5554	0.9507
YMR196W	YMR196W	46C.4min	8	5	82356000	56801100	19208500	0.7356	0.5995	0.8378
YMR196W	YMR196W	46C.8min	5	4	1365951	5315830	1498064	0.7507	0.6125	0.8452
YMR197C	VTI1	30C.rep1	2	2	1304330	740340	3233700	0.1428	0.0565	0.3364
YMR197C	VTI1	30C.rep2	4	1	4460290	915174	3304260	0.1699	0.084	0.3142
YMR197C	VTI1	42C.8min	2	1	9746299.99999999	464570	2247010	0.0525	0.0119	0.2185
YMR197C	VTI1	46C.2min	5	2	81060500	15779500	33665700	0.1485	0.0653	0.3295
YMR197C	VTI1	46C.4min	2	2	16870200	2408990	10608000	0.1041	0.0393	0.242
YMR197C	VTI1	46C.8min	2	1	228031	172027	875270	0.1759	0.0768	0.358
YMR198W	CIK1	30C.rep1	3	2	27608800	10601840	42191729.9999999	0.3386	0.1642	0.5769
YMR198W	CIK1	30C.rep2	2	2	1650266	482524	1886433	0.553	0.2669	0.8152
YMR198W	CIK1	30C.rep3	1	1	110460	147830	459910	0.4767	0.0813	0.936
YMR198W	CIK1	37C.8min	2	1	23313500	4260400	11442500	0.2717	0.0661	0.6927
YMR198W	CIK1	46C.2min	1	1	75788999.9999999	11194000	22526000	0.1516	0.0224	0.6304
YMR198W	CIK1	46C.4min	1	1	62674000	30625000	255080000	0.1312	0.0356	0.3914
YMR198W	CIK1	46C.8min	1	1	4882500	2895700	15059000	0.1857	0.0579	0.4697
YMR199W	CLN1	42C.8min	1	1	416630	2755400	374290	0.8524	0.4311	0.9833
YMR200W	ROT1	30C.rep2	1	1	958890	591400	557690	0.4993	0.1653	0.8416
YMR200W	ROT1	42C.8min	1	1	6050600	830950	2330900	0.1389	0.0178	0.6196
YMR200W	ROT1	46C.2min	1	1	21152000	5246400	6926600	0.2471	0.0429	0.7753
YMR202W	ERG2	30C.rep1	4	2	15397400	3204200	29898600	0.0607	0.0308	0.1164
YMR202W	ERG2	30C.rep2	5	2	86360400	19962340	112766100	0.0351	0.0181	0.0674
YMR202W	ERG2	37C.8min	5	3	19545710	3922875	5718180	0.2242	0.0882	0.4925
YMR202W	ERG2	42C.8min	2	2	12683960	688262.5	2430478	0.0295	0.0066	0.1341
YMR202W	ERG2	46C.2min	3	2	84949000	9732100	46875000	0.0651	0.0229	0.1904
YMR202W	ERG2	46C.4min	6	3	176823790	18989470	241512200	0.0471	0.0269	0.0827
YMR202W	ERG2	46C.8min	5	3	2784710	992765	12876700	0.0696	0.04	0.1227
YMR203W	TOM40	30C.rep1	3	4	34702900	3407300	47707500	0.0687	0.0326	0.14
YMR203W	TOM40	30C.rep2	5	2	89230440	3722075.1	62068428	0.0309	0.0149	0.0639
YMR203W	TOM40	30C.rep3	9	4	58333310	4713350.3	4802487.2	0.0832	0.0372	0.1804
YMR203W	TOM40	37C.8min	10	5	198152320	21567834.7	26283331	0.2486	0.1285	0.4364
YMR203W	TOM40	42C.8min	1	1	8843700	934210	913399.999999999	0.2169	0.0279	0.8041
YMR203W	TOM40	46C.2min	5	5	196665300	26081000	56729900	0.1197	0.0555	0.2569
YMR203W	TOM40	46C.4min	5	6	206348000	22440860	197291300	0.0376	0.0201	0.0698
YMR203W	TOM40	46C.8min	7	4	4155580	2313936	17436570	0.0933	0.0614	0.1383
YMR204C	INP1	46C.2min	2	2	38933000	67641090	8438480	0.5943	0.2284	0.9016
YMR205C	PFK2	30C.rep1	74	31	1260445263	2085845900	155431004.4	0.8923	0.8719	0.9095
YMR205C	PFK2	30C.rep2	38	17	1094286210	2189568760	477904120	0.8549	0.8164	0.8861
YMR205C	PFK2	30C.rep3	26	13	29353175	80952710	6617182.8	0.9505	0.9128	0.9731
YMR205C	PFK2	37C.8min	27	16	262705331	254286679	43539594	0.9299	0.8837	0.9603
YMR205C	PFK2	42C.8min	23	18	214085358	357767960	30609715.4	0.9218	0.8683	0.9547
YMR205C	PFK2	46C.2min	61	23	3795325880	3270362440	394799383	0.8704	0.8254	0.9027
YMR205C	PFK2	46C.4min	70	26	2959779620	2746053810	429934211	0.8682	0.8427	0.89
YMR205C	PFK2	46C.8min	44	22	194620715	426982380	73753967.2	0.8581	0.8294	0.8837
YMR207C	HFA1	30C.rep2	1	1	41091999.9999999	19540000	2792300	0.8905	0.5749	0.9778
YMR207C	HFA1	42C.8min	1	1	2349500	45393	51943	0.0551	0.0059	0.4563
YMR207C	HFA1	46C.8min	1	1	765940	610060	1672700	0.278	0.0881	0.6159
YMR208W	ERG12	30C.rep1	6	3	41785200	79333860	13493811	0.7847	0.6586	0.8724
YMR208W	ERG12	30C.rep2	0	1	NA	NA	NA	0.0593	0.0072	0.712
YMR208W	ERG12	30C.rep3	5	4	14595070	9617030	1127295.1	0.9469	0.7991	0.9883
YMR208W	ERG12	37C.8min	5	4	17249620	5731090	3329020	0.6093	0.3288	0.8609
YMR208W	ERG12	42C.8min	3	3	17535700	5200530	787770	0.8855	0.5882	0.9769
YMR208W	ERG12	46C.2min	1	1	3491100	3027800	1883600	0.4972	0.1336	0.8888
YMR208W	ERG12	46C.4min	3	2	64897000	48035000	6854700	0.8563	0.6764	0.9427
YMR208W	ERG12	46C.8min	4	3	3815800	21499400	4608017	0.8668	0.7714	0.9257
YMR209C	YMR209C	30C.rep1	3	2	2908260	631220	3198330	0.1399	0.0632	0.2858
YMR209C	YMR209C	30C.rep3	1	1	815630	109450	48822	0.331	0.0373	0.9295
YMR209C	YMR209C	37C.8min	1	2	9428200	183700	268970	0.0379	0.0037	0.3579
YMR209C	YMR209C	42C.8min	2	1	28272800	2630338	811449.999999999	0.0994	0.0198	0.4547
YMR209C	YMR209C	46C.4min	3	3	12481500	5454180	15721800	0.114	0.051	0.2435
YMR209C	YMR209C	46C.8min	1	1	31619	7769.6	85129.0000000001	0.0932	0.0256	0.2906
YMR212C	EFR3	30C.rep1	1	1	361610	265720	235590	0.4156	0.1275	0.8004
YMR212C	EFR3	30C.rep2	1	1	550160	252000	385440	0.376	0.1001	0.7743
YMR212C	EFR3	37C.8min	0	1	NA	NA	NA	0.7758	0.0844	1
YMR212C	EFR3	46C.2min	1	1	3774400	1656600	949159.999999999	0.4446	0.0966	0.8906
YMR212C	EFR3	46C.4min	2	2	8530800	6339300	4163700	0.5224	0.257	0.7867
YMR212C	EFR3	46C.8min	2	1	401340	664780	462390	0.5619	0.323	0.7765
YMR214W	SCJ1	30C.rep1	3	3	5178370	4052420	4138090	0.4103	0.2164	0.6501
YMR214W	SCJ1	30C.rep2	2	2	8498300	1003060	3697800	0.1451	0.0479	0.374
YMR214W	SCJ1	37C.8min	5	5	5622580	1010081	2326770	0.1758	0.0677	0.3994
YMR214W	SCJ1	42C.8min	2	2	12847500	472090	1797400	0.065	0.0139	0.2675
YMR214W	SCJ1	46C.2min	1	1	6348300	1039100	2730900	0.1412	0.0233	0.5851
YMR214W	SCJ1	46C.4min	4	4	43414710	10528508	46634120	0.1427	0.0734	0.2692
YMR214W	SCJ1	46C.8min	1	1	141420	51728	454010	0.1223	0.0345	0.3524
YMR215W	GAS3	30C.rep1	12	9	52485570	13272390	49736730	0.1463	0.0999	0.2103
YMR215W	GAS3	30C.rep3	1	1	615740	579960	726540	0.5527	0.1047	0.9338
YMR215W	GAS3	37C.8min	1	1	687409.999999999	531260	632510	0.6322	0.1348	0.9601
YMR215W	GAS3	42C.8min	1	1	83143	71615	98790	0.4223	0.0875	0.8724
YMR215W	GAS3	46C.2min	2	2	96309000	14824200	17513600	0.1751	0.0434	0.5662
YMR215W	GAS3	46C.4min	9	8	197667440	42874200	194703800	0.1411	0.0897	0.2184
YMR215W	GAS3	46C.8min	4	4	6062240	3250660	8569400	0.2306	0.1296	0.3905
YMR216C	SKY1	30C.rep1	4	2	815820	1557240	229357	0.8164	0.6565	0.9149
YMR216C	SKY1	30C.rep2	2	1	353050	503500	139493	0.7891	0.538	0.9229
YMR216C	SKY1	42C.8min	1	2	940340	1174400	143690	0.861	0.4502	0.9866
YMR216C	SKY1	46C.2min	7	3	33265400	27358770	3610770	0.8229	0.6433	0.9224
YMR216C	SKY1	46C.4min	2	2	16967600	12977220	9129320	0.6158	0.3253	0.8364
YMR217W	GUA1	30C.rep1	65	25	1067593141	1699497870	145254874.7	0.894	0.8718	0.9128
YMR217W	GUA1	30C.rep2	30	19	1846305450	1638528000	407451997	0.9048	0.8729	0.9289
YMR217W	GUA1	30C.rep3	36	19	250010091	200647340	14507115.39	0.9219	0.8636	0.9582
YMR217W	GUA1	37C.8min	33	18	1154479790	401668920	76693511	0.8457	0.7542	0.9084
YMR217W	GUA1	42C.8min	28	12	605813200	366329520	39256225.6	0.8813	0.8074	0.93
YMR217W	GUA1	46C.2min	29	14	1720421920	1421815470	171077678	0.8725	0.8073	0.9174
YMR217W	GUA1	46C.4min	60	24	1772324010	1649017470	240777119	0.8705	0.8444	0.8936
YMR217W	GUA1	46C.8min	21	15	46659405.7	147820952	23814265.4	0.8533	0.8126	0.8872
YMR218C	TRS130	30C.rep1	2	2	6457800	6792300	3127180	0.5721	0.2906	0.8186
YMR218C	TRS130	37C.8min	2	1	12072400	8145400	2002710	0.854	0.4344	0.9805
YMR219W	ESC1	30C.rep1	6	3	20036400	17177200	14870200	0.4184	0.2697	0.6025
YMR219W	ESC1	30C.rep2	1	1	342760	399830	195650	0.6729	0.296	0.9126
YMR219W	ESC1	37C.8min	1	1	357250	156330	147870	0.5826	0.1284	0.9564
YMR219W	ESC1	46C.2min	4	5	15788700	10436200	8593600	0.4333	0.222	0.6942
YMR219W	ESC1	46C.4min	2	2	14069300	4984300	10594400	0.2805	0.1147	0.5674
YMR219W	ESC1	46C.8min	1	1	41832	45769	133180	0.2798	0.0876	0.6098
YMR220W	ERG8	30C.rep1	2	6	9652099.99999999	12780500	241780	0.9574	0.8701	0.9868
YMR220W	ERG8	30C.rep3	0	1	NA	NA	NA	0.9625	0.2979	1
YMR220W	ERG8	37C.8min	1	1	5493500	5599600	808350	0.9113	0.4335	0.995
YMR220W	ERG8	42C.8min	0	2	NA	NA	NA	0.9412	0.3253	1
YMR220W	ERG8	46C.2min	1	1	4574300	2428000	255540	0.8066	0.276	0.9817
YMR220W	ERG8	46C.4min	7	4	35896000	23372500	12135260	0.6863	0.534	0.8109
YMR221C	YMR221C	30C.rep1	2	2	622970	526110	1256410	0.2486	0.106	0.4978
YMR221C	YMR221C	30C.rep2	1	2	112350	265120	1200800	0.3361	0.1473	0.6121
YMR221C	YMR221C	46C.2min	1	1	2720200	792040	1084600	0.2637	0.049	0.771
YMR221C	YMR221C	46C.4min	3	2	9860700	4749400	10394000	0.2791	0.1352	0.4977
YMR221C	YMR221C	46C.8min	3	2	673086	166914	970960	0.1222	0.0625	0.2306
YMR222C	FSH2	30C.rep1	3	3	15732800	18257500	1564480	0.8453	0.6538	0.9418
YMR222C	FSH2	46C.4min	2	2	11285100	8579800	2476800	0.7441	0.4871	0.9059
YMR222C	FSH2	46C.8min	1	1	59753	71044	293260	0.2393	0.0835	0.5423
YMR226C	YMR226C	30C.rep1	23	12	733441010	1343161300	61337913.0000001	0.8977	0.8578	0.9264
YMR226C	YMR226C	30C.rep2	21	10	452934600	360979620	38803757	0.9475	0.9229	0.9648
YMR226C	YMR226C	30C.rep3	17	9	77779088	72272902	4013123	0.8946	0.7869	0.9528
YMR226C	YMR226C	37C.8min	21	12	410839290	167272140	68686601	0.7532	0.623	0.8544
YMR226C	YMR226C	42C.8min	24	9	379381050	200532050	44832611	0.8971	0.8308	0.9418
YMR226C	YMR226C	46C.2min	22	10	469699840	379757900	33145763	0.9119	0.8506	0.948
YMR226C	YMR226C	46C.4min	33	12	1397140890	1248430860	164292179	0.9083	0.8808	0.9306
YMR226C	YMR226C	46C.8min	20	11	71408700	214482224	18962540.3	0.9058	0.8765	0.9287
YMR227C	TAF7	30C.rep1	1	1	6019300	10443000	2972600	0.6592	0.2935	0.9035
YMR227C	TAF7	37C.8min	1	1	37112000	44292000	2777400	0.9628	0.6039	0.9981
YMR227C	TAF7	42C.8min	2	2	6020500	3574200	1773610	0.5341	0.1834	0.8726
YMR227C	TAF7	46C.2min	1	1	2555600	971490	96685	0.8219	0.2356	0.985
YMR227C	TAF7	46C.4min	1	1	6986400	4400500	3775000	0.4918	0.1669	0.8479
YMR228W	MTF1	30C.rep1	2	2	6875300	8931500	3122350	0.635	0.3557	0.8499
YMR228W	MTF1	30C.rep3	0	1	NA	NA	NA	0.6557	0.0412	0.9999
YMR228W	MTF1	42C.8min	0	1	NA	NA	NA	0.8818	0.1815	1
YMR229C	RRP5	30C.rep1	70	45	729166347	684196602	394175241	0.5417	0.4888	0.5945
YMR229C	RRP5	30C.rep2	11	7	773391129	680085250	214862510	0.65	0.5338	0.7567
YMR229C	RRP5	30C.rep3	15	11	20816216	26803400	6710074.9	0.8891	0.7837	0.9503
YMR229C	RRP5	37C.8min	12	10	293452254	92201338	30458353	0.7197	0.5357	0.8563
YMR229C	RRP5	42C.8min	15	12	36356010	14542080	10289079	0.397	0.2551	0.5655
YMR229C	RRP5	46C.2min	9	10	165197870	43016180	65785448.0000001	0.2733	0.1545	0.4462
YMR229C	RRP5	46C.4min	48	38	919191180	156036487	944601987	0.1081	0.0889	0.1313
YMR229C	RRP5	46C.8min	20	19	64353426	53785367	121938120	0.1009	0.0754	0.1316
YMR231W	PEP5	30C.rep1	3	2	6276350	3499860	5248360	0.3269	0.1605	0.5589
YMR231W	PEP5	37C.8min	1	1	20647000	6943000	2743400	0.6981	0.1536	0.9812
YMR231W	PEP5	46C.2min	1	1	1712400	665450	728500	0.3236	0.0664	0.8285
YMR232W	FUS2	42C.8min	1	1	3290500	54600	214890	0.0225	0.0025	0.1985
YMR232W	FUS2	46C.2min	1	1	25516000	9855099.99999999	33110000	0.2025	0.0406	0.6625
YMR233W	TRI1	30C.rep3	0	1	NA	NA	NA	0.7662	0.07	1
YMR235C	RNA1	30C.rep1	28	21	192124960	396337410	28567053	0.9033	0.8708	0.9295
YMR235C	RNA1	30C.rep2	7	5	249451100	179520700	38010680	0.8765	0.7836	0.9343
YMR235C	RNA1	30C.rep3	17	11	28459422	25848980	1715746.1	0.9212	0.8332	0.9673
YMR235C	RNA1	37C.8min	23	14	237347820	203844580	21838267	0.8944	0.8097	0.9461
YMR235C	RNA1	42C.8min	12	9	51639410	79510929.9999999	6465822	0.8454	0.6975	0.9284
YMR235C	RNA1	46C.2min	16	12	565423800	385553900	55003040	0.8321	0.7279	0.9027
YMR235C	RNA1	46C.4min	26	15	411705700	247707733	170647749	0.5698	0.4867	0.6513
YMR235C	RNA1	46C.8min	14	12	18204202.1	19955692.4	53506720	0.2271	0.171	0.2955
YMR236W	TAF9	30C.rep1	1	1	6152900	6969900	2308300	0.6328	0.2541	0.8995
YMR236W	TAF9	30C.rep2	0	1	NA	NA	NA	0.7828	0.1338	0.9998
YMR236W	TAF9	30C.rep3	1	1	319710	222250	116640	0.6383	0.1229	0.9679
YMR236W	TAF9	42C.8min	0	1	NA	NA	NA	0.3543	0.0234	0.9992
YMR236W	TAF9	46C.4min	2	2	5163700	4337700	3188800	0.5346	0.2717	0.7837
YMR237W	BCH1	30C.rep1	8	7	89757790	125689200	11436750	0.8511	0.7478	0.918
YMR237W	BCH1	30C.rep3	4	2	16359270	24231080	1536695	0.9666	0.8309	0.9942
YMR237W	BCH1	46C.2min	2	1	27138000	25969000	2624300	0.8394	0.4688	0.9693
YMR237W	BCH1	46C.4min	9	5	139315200	116675000	47428670	0.8053	0.7065	0.8812
YMR237W	BCH1	46C.8min	4	3	5602760	17197380	4509120	0.7301	0.5655	0.8465
YMR238W	DFG5	37C.8min	2	2	3444800	261936	923370	0.0622	0.0133	0.2656
YMR238W	DFG5	46C.2min	2	2	7339700	851700	2253200	0.093	0.024	0.3461
