# scer_aggregation_psup_long.txt 
# Generated:  Tue Feb 19 18:22:52 2019 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
# 
orf	gene	experiment	n.detections	n.peptides	intensity.t	intensity.s	intensity.p	psup	psup.lo	psup.hi
YIL106W	MOB1	46C.2min	2	1	6542200	3998100	867930	0.6825	0.2914	0.9189
YIL108W	YIL108W	30C.rep1	1	1	1522500	2836700	2828500	0.3295	0.1207	0.6953
YIL108W	YIL108W	30C.rep2	1	1	2832800	460180	1805500	0.1572	0.039	0.4952
YIL108W	YIL108W	46C.4min	2	2	10353600	4574970	6689410	0.1678	0.0716	0.3817
YIL108W	YIL108W	46C.8min	4	3	1691010	1744492	4546975	0.2831	0.1659	0.4561
YIL109C	SEC24	30C.rep1	23	17	136529870	135076080	58514386	0.6083	0.5169	0.6971
YIL109C	SEC24	30C.rep2	8	6	24655080	94700450	31271910	0.776	0.6625	0.8596
YIL109C	SEC24	30C.rep3	3	4	2600860	5347400	996887	0.89	0.638	0.9789
YIL109C	SEC24	37C.8min	4	3	36328300	36335900	16297100	0.8074	0.5197	0.9453
YIL109C	SEC24	42C.8min	4	3	11804200	24021500	6699390	0.833	0.6029	0.9472
YIL109C	SEC24	46C.2min	13	9	453634900	230001800	56601570	0.6335	0.4615	0.786
YIL109C	SEC24	46C.4min	30	17	323475970	218281380	188283360	0.5226	0.4429	0.6017
YIL109C	SEC24	46C.8min	13	10	17095899	26058700	23669296	0.5273	0.4249	0.6308
YIL110W	HPM1	30C.rep1	6	3	22301783	32326960	4635740	0.8526	0.7522	0.9152
YIL110W	HPM1	30C.rep3	3	2	1576800	881913.999999999	5772167	0.318	0.0879	0.7169
YIL110W	HPM1	37C.8min	1	1	12100000	6889700	2747800	0.7611	0.2062	0.9834
YIL110W	HPM1	42C.8min	0	1	NA	NA	NA	0.7996	0.0857	1
YIL110W	HPM1	46C.2min	2	1	3869500	3837600	170596	0.9402	0.7335	0.9887
YIL110W	HPM1	46C.4min	9	4	73938520	43786700	25501969	0.715	0.5781	0.8212
YIL110W	HPM1	46C.8min	1	1	417480	360440	1498900	0.2239	0.0722	0.5332
YIL111W	COX5B	30C.rep1	3	3	6640780	1008932	4454100	0.0791	0.0361	0.1689
YIL111W	COX5B	30C.rep2	1	1	2357600	734250	2456300	0.2198	0.0567	0.5797
YIL111W	COX5B	30C.rep3	1	1	305950	5024.5	33479	0.0118	0.0011	0.1303
YIL111W	COX5B	37C.8min	1	1	7311900	764130	3336500	0.1176	0.0128	0.6322
YIL111W	COX5B	46C.4min	2	2	14272600	9490150	11629800	0.1918	0.0742	0.4246
YIL111W	COX5B	46C.8min	1	1	756450	210110	830500	0.178	0.0535	0.4878
YIL112W	HOS4	30C.rep1	2	2	7525400	9189200	1974920	0.6504	0.3523	0.8731
YIL112W	HOS4	42C.8min	2	2	25400700	62102039.9999999	7912600	0.6917	0.3245	0.9245
YIL114C	POR2	30C.rep1	3	2	118701000	122583700	8169360	0.8422	0.6082	0.9412
YIL114C	POR2	46C.4min	2	2	189359000	154406000	17929100	0.8745	0.6485	0.9624
YIL115C	NUP159	30C.rep1	13	8	59896061	40271457	21057709	0.498	0.3846	0.6131
YIL115C	NUP159	30C.rep2	2	2	13193920	15755690	8037570	0.6849	0.4039	0.8811
YIL115C	NUP159	30C.rep3	2	2	1164260	1672870	1047170	0.7239	0.3187	0.9471
YIL115C	NUP159	37C.8min	3	2	15706700	10002300	2612840	0.8641	0.572	0.9714
YIL115C	NUP159	42C.8min	0	2	NA	NA	NA	0.8784	0.4022	0.9922
YIL115C	NUP159	46C.2min	3	2	8471500	4609690	760150	0.7228	0.377	0.9225
YIL115C	NUP159	46C.4min	7	7	56895400	31611470	31380660	0.4254	0.2805	0.5848
YIL115C	NUP159	46C.8min	4	3	4127580	3292350	9965830	0.3618	0.2215	0.5457
YIL116W	HIS5	30C.rep1	1	4	10361000	17929000	1109500	0.8719	0.5861	0.9752
YIL116W	HIS5	30C.rep2	3	2	20628600	23386000	1991880	0.9648	0.9038	0.9873
YIL116W	HIS5	30C.rep3	6	3	22641430	17845910	2454905	0.8964	0.6899	0.9745
YIL116W	HIS5	37C.8min	3	2	44105500	20151900	5231900	0.8241	0.454	0.9704
YIL116W	HIS5	42C.8min	3	3	26963300	17171310	9088819.99999999	0.7075	0.352	0.9225
YIL116W	HIS5	46C.2min	2	2	6358700	6723500	841400	0.8018	0.4326	0.9572
YIL116W	HIS5	46C.4min	1	2	7791700	5393200	878960	0.8622	0.5627	0.9695
YIL116W	HIS5	46C.8min	1	1	1713800	3575600	1016100	0.7373	0.4207	0.9152
YIL118W	RHO3	30C.rep1	10	5	87250420	23784600	162225310	0.1177	0.0755	0.1797
YIL118W	RHO3	30C.rep2	5	4	121009400	19124790	77154600	0.1393	0.07	0.2678
YIL118W	RHO3	30C.rep3	7	5	25337820	1894995	2180193	0.103	0.0424	0.2384
YIL118W	RHO3	37C.8min	5	4	59581600	21576130	18516480	0.3423	0.1408	0.6454
YIL118W	RHO3	42C.8min	4	4	12516700	1495348	2632585	0.4434	0.1727	0.7885
YIL118W	RHO3	46C.2min	1	1	1726700	119120	299040	0.0785	0.0109	0.4512
YIL118W	RHO3	46C.4min	13	5	155489400	27896860	144877750	0.0984	0.0669	0.144
YIL118W	RHO3	46C.8min	2	2	5894070	3797670	13675400	0.2606	0.119	0.49
YIL121W	QDR2	30C.rep1	2	2	16705220	2104362	26046400	0.0565	0.0212	0.1457
YIL121W	QDR2	30C.rep2	1	1	577260	2709900	17270000	0.2652	0.0853	0.5774
YIL121W	QDR2	46C.4min	3	2	38469300	4729500	40762700	0.0733	0.033	0.1585
YIL121W	QDR2	46C.8min	1	1	1879700	511330	6642900	0.0874	0.0262	0.2644
YIL123W	SIM1	30C.rep1	2	1	75696000	92190000	12955700	0.7246	0.439	0.8999
YIL123W	SIM1	42C.8min	1	1	9048800	2796800	1385800	0.5073	0.0843	0.9433
YIL123W	SIM1	46C.4min	2	2	18595800	8947100	8845000	0.4465	0.2114	0.7086
YIL124W	AYR1	30C.rep1	11	8	80020080	36900430	91014200	0.2323	0.1563	0.3283
YIL124W	AYR1	30C.rep2	2	2	17463800	5274440	13866600	0.1628	0.0586	0.4037
YIL124W	AYR1	30C.rep3	5	5	18048570	1595080	1356860	0.1822	0.0635	0.433
YIL124W	AYR1	37C.8min	7	5	47910160	3776120	12057826	0.1034	0.0453	0.2367
YIL124W	AYR1	42C.8min	2	1	1300970	126386	230560	0.1192	0.0258	0.4552
YIL124W	AYR1	46C.2min	2	2	43988500	6869600	11146100	0.158	0.0468	0.4534
YIL124W	AYR1	46C.4min	9	4	130040080	41846800	176334700	0.1788	0.1191	0.2592
YIL124W	AYR1	46C.8min	2	2	2536360	1372550	6729200	0.166	0.0728	0.3374
YIL125W	KGD1	30C.rep1	19	17	116433570	148686370	37347340	0.7311	0.6393	0.8058
YIL125W	KGD1	30C.rep2	5	5	37212380	61938850	19641294	0.8289	0.6927	0.9124
YIL125W	KGD1	30C.rep3	2	2	1096550	1370410	243574	0.8625	0.4696	0.9821
YIL125W	KGD1	37C.8min	8	5	32708880	18491910	6580918	0.8207	0.6314	0.929
YIL125W	KGD1	42C.8min	3	4	15868580	16969600	4472720	0.7835	0.4791	0.9393
YIL125W	KGD1	46C.2min	9	9	358166000	249128000	56399600	0.6897	0.4923	0.8386
YIL125W	KGD1	46C.4min	26	19	348012300	299246100	150107190	0.6744	0.5969	0.7417
YIL125W	KGD1	46C.8min	12	10	11930268	18369570	9704590	0.6547	0.5547	0.744
YIL126W	STH1	30C.rep1	10	11	31737490	103874400	16144996	0.7862	0.6799	0.867
YIL126W	STH1	30C.rep2	2	2	8991513	145563550	3359531	0.9285	0.8016	0.9765
YIL126W	STH1	30C.rep3	2	2	5604660	5418320	255416	0.9703	0.7658	0.9974
YIL126W	STH1	42C.8min	1	1	3385300	2509700	3613000	0.409	0.0698	0.8814
YIL126W	STH1	46C.2min	6	5	31279500	16363100	10045800	0.3927	0.2085	0.6288
YIL126W	STH1	46C.4min	11	8	110708310	63094800	104295000	0.295	0.2087	0.4005
YIL126W	STH1	46C.8min	3	3	1946921	611145	7022470	0.1113	0.0538	0.2143
YIL127C	RRT14	30C.rep1	2	1	1488690	1922520	225740	0.8193	0.5785	0.9374
YIL127C	RRT14	37C.8min	1	2	352250	195830	105610	0.4758	0.1121	0.9294
YIL127C	RRT14	42C.8min	1	1	114220	48513	19412	0.587	0.1281	0.948
YIL127C	RRT14	46C.4min	2	1	7035300	3869100	2484800	0.5622	0.2909	0.8044
YIL128W	MET18	30C.rep1	9	8	37447500	51732500	10338530	0.7717	0.6559	0.8538
YIL128W	MET18	37C.8min	0	1	NA	NA	NA	0.4808	0.0334	0.9997
YIL128W	MET18	42C.8min	1	1	1390500	1026800	719190	0.5352	0.1049	0.9309
YIL128W	MET18	46C.2min	1	1	3972800	2739800	1104300	0.5615	0.1358	0.926
YIL128W	MET18	46C.4min	9	6	111084000	29600410	23385020	0.4514	0.3134	0.5971
YIL129C	TAO3	30C.rep1	3	2	554809200	789114700	565487000	0.5494	0.3205	0.7661
YIL129C	TAO3	46C.4min	3	4	343536500	503004060	696763500	0.5821	0.3852	0.7584
YIL130W	ASG1	30C.rep1	6	4	21637790	32223200	3894790	0.8153	0.6779	0.9022
YIL130W	ASG1	30C.rep2	1	1	36594	203440	13413	0.9314	0.7224	0.9865
YIL130W	ASG1	42C.8min	2	2	759800	3737130	382970	0.8806	0.5864	0.9774
YIL130W	ASG1	46C.2min	2	1	5844000	5550000	1694370	0.6306	0.2714	0.8979
YIL130W	ASG1	46C.4min	1	1	9349500	6513500	1725600	0.7615	0.3903	0.9451
YIL130W	ASG1	46C.8min	2	2	459498	1150442	604270	0.6362	0.4011	0.8293
YIL131C	FKH1	30C.rep1	2	2	4631180	7490300	2622820	0.6566	0.3805	0.8585
YIL131C	FKH1	46C.4min	1	1	2065600	1159600	486530	0.6558	0.2638	0.9141
YIL133C	RPL16A	30C.rep1	46	12	2339056060	3149537370	640545213	0.7368	0.6848	0.7833
YIL133C	RPL16A	30C.rep2	23	9	6017700690	4806480610	1204610442	0.8489	0.7921	0.8905
YIL133C	RPL16A	30C.rep3	24	11	477668905	273491379	27573699.86	0.9033	0.8232	0.9548
YIL133C	RPL16A	37C.8min	25	10	1839767100	751271670	148349350.4	0.8506	0.7536	0.9174
YIL133C	RPL16A	42C.8min	24	10	1634958920	808810057	95910304.9999999	0.7886	0.6601	0.8783
YIL133C	RPL16A	46C.2min	29	10	2857119700	2439006020	298858870	0.7992	0.7048	0.8668
YIL133C	RPL16A	46C.4min	42	11	5276181980	4910937060	946125514	0.847	0.8089	0.879
YIL133C	RPL16A	46C.8min	29	11	502524805.000001	1100880800	254079550	0.787	0.7381	0.8305
YIL135C	VHS2	30C.rep1	1	1	691860	1876600	287930	0.7631	0.4094	0.9404
YIL135C	VHS2	42C.8min	1	1	4710300	488090	3640100	0.0656	0.008	0.3941
YIL135C	VHS2	46C.4min	1	1	1834000	1271600	662490	0.6129	0.2367	0.8967
YIL136W	OM45	30C.rep1	2	4	1189910	354310	2779900	0.103	0.0397	0.244
YIL136W	OM45	30C.rep2	2	2	1355580	130140	668300	0.0823	0.0302	0.2177
YIL136W	OM45	30C.rep3	1	1	464420	444800	188760	0.7142	0.1629	0.9807
YIL136W	OM45	37C.8min	3	3	198467200	18120990	206004640	0.1854	0.0522	0.4918
YIL136W	OM45	42C.8min	2	2	10946500	891960	2350940	0.0792	0.0171	0.333
YIL136W	OM45	46C.2min	3	2	23449000	9241800	9841100	0.2023	0.0737	0.4724
YIL136W	OM45	46C.4min	4	5	19670400	2974660	21892100	0.0817	0.0408	0.161
YIL136W	OM45	46C.8min	2	2	139962	513723	642610	0.2796	0.1356	0.4967
YIL137C	TMA108	30C.rep1	9	8	53774890	62761260	12911490	0.7464	0.623	0.8386
YIL137C	TMA108	30C.rep2	1	1	2735700	4112800	747270	0.8463	0.5044	0.97
YIL137C	TMA108	30C.rep3	2	2	233089	413467	92262	0.8292	0.4431	0.9721
YIL137C	TMA108	37C.8min	3	3	13750700	8113800	2504610	0.8217	0.4573	0.9675
YIL137C	TMA108	42C.8min	2	1	1885070	2611500	364320	0.8425	0.477	0.9725
YIL137C	TMA108	46C.2min	9	5	95843800	88191050	21592910	0.5736	0.3831	0.755
YIL137C	TMA108	46C.4min	10	9	100985460	115538170	29404598	0.8201	0.7351	0.8844
YIL137C	TMA108	46C.8min	1	1	737600	1371000	268790	0.8084	0.4904	0.947
YIL138C	TPM2	30C.rep1	9	8	18701340	77652300	2128988	0.9593	0.9323	0.976
YIL138C	TPM2	30C.rep2	1	3	6833000	5639800	30193	0.9973	0.9845	0.9995
YIL138C	TPM2	30C.rep3	2	1	827750	1282520	4588.1	0.9988	0.9842	0.9999
YIL138C	TPM2	37C.8min	2	2	983430	1091890	79012	0.9599	0.7619	0.9957
YIL138C	TPM2	42C.8min	9	6	56670765	90203400	1189093	0.9728	0.9362	0.9892
YIL138C	TPM2	46C.2min	13	8	254431100	321403400	29570995	0.969	0.939	0.9844
YIL138C	TPM2	46C.4min	4	2	46852400	79662100	25840709	0.9347	0.8632	0.971
YIL138C	TPM2	46C.8min	13	11	7306683	25516250	1753806.5	0.9538	0.934	0.9678
YIL142W	CCT2	30C.rep1	35	17	609827440	924132100	87064095	0.8776	0.8396	0.9063
YIL142W	CCT2	30C.rep2	20	12	684554000	462609800	97500930	0.864	0.8144	0.9043
YIL142W	CCT2	30C.rep3	15	12	51656420	39238802.5	4251326	0.7931	0.6228	0.9099
YIL142W	CCT2	37C.8min	23	15	271208350	107098807	26670725.7	0.8161	0.6927	0.9018
YIL142W	CCT2	42C.8min	20	13	271124710	173306970	50607780.9999	0.8187	0.7057	0.8987
YIL142W	CCT2	46C.2min	19	11	421497800	397361970	68443830	0.7662	0.6513	0.8531
YIL142W	CCT2	46C.4min	36	18	949541200	811336100	226778950	0.8163	0.7689	0.8553
YIL142W	CCT2	46C.8min	13	8	32240980	84748892	20906226	0.827	0.764	0.876
YIL143C	SSL2	30C.rep1	3	3	10481440	13852500	2733190	0.7513	0.504	0.8978
YIL143C	SSL2	46C.2min	1	1	2369700	3407600	722670	0.7078	0.2676	0.9502
YIL143C	SSL2	46C.4min	1	2	2638400	2696500	2189400	0.4727	0.1835	0.7988
YIL144W	NDC80	30C.rep3	1	1	20107000	16418000	743840	0.9391	0.4673	0.9979
YIL144W	NDC80	46C.4min	1	1	1917700	2257200	248990	0.8901	0.6015	0.9767
YIL145C	PAN6	30C.rep1	6	5	77372890	161915000	59638270	0.8345	0.7087	0.9116
YIL145C	PAN6	30C.rep3	0	1	NA	NA	NA	0.8855	0.1184	1
YIL145C	PAN6	37C.8min	0	1	NA	NA	NA	0.947	0.2247	1
YIL145C	PAN6	42C.8min	2	2	29481000	24600800	2391690	0.9173	0.6311	0.9875
YIL145C	PAN6	46C.2min	1	1	39625999.9999999	57243999.9999999	167710	0.9955	0.947	0.9996
YIL145C	PAN6	46C.4min	1	1	40965000	50666999.9999999	4421100	0.9103	0.6571	0.9839
YIL145C	PAN6	46C.8min	2	2	3423800	10788500	538550	0.9405	0.8519	0.9762
YIL146C	ATG32	37C.8min	0	1	NA	NA	NA	0.403	1e-04	0.9874
YIL149C	MLP2	30C.rep1	1	1	2718500	2688800	1250100	0.5495	0.2098	0.862
YIL149C	MLP2	30C.rep3	1	1	327410	167810	13812	0.8778	0.2597	0.9958
YIL149C	MLP2	37C.8min	1	1	815900	15727000	554460	0.9793	0.8199	0.9988
YIL149C	MLP2	46C.2min	1	1	2581000	932540	1180700	0.2966	0.0542	0.7998
YIL149C	MLP2	46C.4min	1	1	1141300	42936	2272700	0.0137	0.0032	0.0549
YIL155C	GUT2	30C.rep1	7	6	38319420	14299150	45547890	0.1743	0.1072	0.2798
YIL155C	GUT2	30C.rep2	1	1	10950000	859040	9043600	0.0581	0.0126	0.245
YIL155C	GUT2	30C.rep3	2	2	1830240	169888	568510	0.0987	0.0168	0.4229
YIL155C	GUT2	37C.8min	1	1	2059900	630340	404420	0.5854	0.1066	0.9577
YIL155C	GUT2	46C.4min	8	5	63507000	15955750	63897000	0.1331	0.0814	0.2069
YIL156W	UBP7	30C.rep1	3	2	7075450	8201070	3278270	0.6348	0.3989	0.8186
YIL156W	UBP7	46C.4min	1	1	7633900	2591800	4515900	0.3043	0.0897	0.6777
YIL156W	UBP7	46C.8min	1	1	193420	98705	671020	0.1521	0.0468	0.4023
YIL157C	COA1	30C.rep1	1	1	2007400	782090	1155100	0.2976	0.0813	0.6968
YIL157C	COA1	37C.8min	1	1	18407000	709320	743030	0.0964	0.0096	0.6273
YIL157C	COA1	42C.8min	1	1	3604700	492410	217820	0.4084	0.0555	0.9291
YIL157C	COA1	46C.4min	1	2	4410700	1873000	1035500	0.3751	0.134	0.7107
YIL159W	BNR1	30C.rep3	0	1	NA	NA	NA	0.4436	0.0255	0.9998
YIL159W	BNR1	46C.4min	1	1	954870	9983000	28248	0.9968	0.9825	0.9994
YIL159W	BNR1	46C.8min	1	1	1263900	6481900	288860	0.93	0.7599	0.9821
YIL162W	SUC2	30C.rep1	0	1	NA	NA	NA	0.7339	0.1663	0.9993
YIL162W	SUC2	46C.4min	1	2	4849200	4579200	1367700	0.7609	0.4254	0.9393
YIL162W	SUC2	46C.8min	0	1	NA	NA	NA	0.7486	0.1984	0.999
YIR001C	SGN1	30C.rep3	1	1	391210	331710	97280	0.754	0.1755	0.9851
YIR001C	SGN1	37C.8min	1	1	1445400	726540	265520	0.7663	0.1961	0.9857
YIR001C	SGN1	46C.4min	4	4	22545200	20473800	7941000	0.6748	0.4737	0.8315
YIR002C	MPH1	46C.4min	2	2	2798240	69101140	4111200	0.7702	0.54	0.9122
YIR003W	AIM21	30C.rep1	2	3	1849600	6659100	5868000	0.5375	0.3071	0.7658
YIR003W	AIM21	30C.rep2	0	1	NA	NA	NA	0.3404	0.03	0.9963
YIR003W	AIM21	42C.8min	1	1	14455000	25254000	27708000	0.54	0.1417	0.9099
YIR003W	AIM21	46C.2min	2	2	3668620	5466400	3623930	0.56	0.2562	0.8337
YIR003W	AIM21	46C.4min	3	2	20787000	16646500	3500220	0.8428	0.6694	0.9353
YIR003W	AIM21	46C.8min	1	1	245930	969730	128910	0.836	0.5447	0.9533
YIR004W	DJP1	30C.rep1	4	4	2502800	2410390	1343240	0.5143	0.3203	0.7125
YIR004W	DJP1	30C.rep2	3	2	2402890	790790	910550	0.4655	0.2342	0.7071
YIR004W	DJP1	42C.8min	3	2	8445700	2679930	1981145	0.4543	0.1569	0.8055
YIR004W	DJP1	46C.2min	8	3	41745900	25066200	16562900	0.4315	0.2562	0.625
YIR004W	DJP1	46C.4min	3	2	11149200	6356730	7834340	0.4496	0.246	0.6715
YIR004W	DJP1	46C.8min	2	2	119221	85784.7	715530	0.051	0.0217	0.1177
YIR006C	PAN1	30C.rep1	13	11	64252810	87390030	32737410	0.5891	0.4721	0.6959
YIR006C	PAN1	30C.rep2	1	2	140790	783500	271360	0.7209	0.4431	0.8975
YIR006C	PAN1	30C.rep3	1	1	606830	1129900	294800	0.833	0.286	0.9884
YIR006C	PAN1	37C.8min	1	1	7337000	8798800	3786500	0.8055	0.3188	0.9827
YIR006C	PAN1	42C.8min	0	1	NA	NA	NA	0.9731	0.4836	1
YIR006C	PAN1	46C.2min	5	5	55562399.9999999	68085800	13344600	0.763	0.5433	0.8991
YIR006C	PAN1	46C.4min	14	12	154849610	113510588	58175533.7	0.6382	0.5281	0.736
YIR006C	PAN1	46C.8min	8	7	4137541	6884990	4615110	0.5414	0.4131	0.6646
YIR008C	PRI1	30C.rep1	1	1	9800700	3532800	658010	0.7236	0.2901	0.9437
YIR008C	PRI1	30C.rep2	1	1	303920	241370	141190	0.6267	0.2408	0.8984
YIR008C	PRI1	37C.8min	1	1	4770100	1194600	869380	0.5156	0.0811	0.9542
YIR008C	PRI1	42C.8min	1	1	2167300	148890	250940	0.1212	0.0147	0.6342
YIR008C	PRI1	46C.2min	1	1	27040000	7467100	12227000	0.2388	0.0416	0.7364
YIR008C	PRI1	46C.4min	1	1	14081000	2265300	9653200	0.1386	0.0361	0.4508
YIR009W	MSL1	30C.rep1	1	1	1681400	2519500	509550	0.72	0.3319	0.9333
YIR009W	MSL1	46C.2min	2	1	9047400	7128300	1483940	0.7129	0.3319	0.9356
YIR012W	SQT1	30C.rep1	2	3	6537240	10320700	3825370	0.6439	0.3951	0.8316
YIR012W	SQT1	30C.rep2	1	1	25818000	16954000	8471800	0.6527	0.2559	0.912
YIR012W	SQT1	30C.rep3	1	2	4893400	2203300	4651.3	0.9987	0.9062	1
YIR012W	SQT1	37C.8min	1	1	26101000	6399600	6846800	0.4441	0.0629	0.932
YIR012W	SQT1	46C.2min	1	1	1386400	1240700	329370	0.6563	0.2017	0.9456
YIR012W	SQT1	46C.4min	3	1	27817300	21377300	18824500	0.5077	0.2943	0.728
YIR012W	SQT1	46C.8min	1	1	1891800	2494600	2846900	0.4551	0.1647	0.7731
YIR016W	YIR016W	42C.8min	1	1	3196000	2703900	2841600	0.477	0.0985	0.8963
YIR021W	MRS1	30C.rep1	2	2	2153741	2483211	1963240	0.3281	0.1567	0.578
YIR022W	SEC11	30C.rep1	2	3	7278070	713420	5589900	0.0692	0.0267	0.1694
YIR022W	SEC11	30C.rep2	2	1	2594500	281670	27358	0.9517	0.8304	0.9862
YIR022W	SEC11	37C.8min	3	2	845391749.999999	513842881.999999	29620067	0.6048	0.2282	0.92
YIR022W	SEC11	42C.8min	1	1	851940000	623850000	23529000	0.9511	0.5631	0.997
YIR022W	SEC11	46C.4min	3	3	8766500	2682950	23280200	0.0976	0.0447	0.1988
YIR024C	INA22	42C.8min	1	1	3637900	169520	1205200	0.0366	0.0043	0.2585
YIR024C	INA22	46C.2min	0	1	NA	NA	NA	0.0752	0	0.6917
YIR024C	INA22	46C.4min	2	2	4626600	1005120	6191360	0.1507	0.0577	0.3551
YIR026C	YVH1	30C.rep1	3	2	19494220	24516800	5498880	0.7055	0.483	0.8594
YIR026C	YVH1	30C.rep3	1	1	1533300	121640	83725.9999999999	0.1838	0.0164	0.8247
YIR026C	YVH1	37C.8min	1	1	3305500	320140	276920	0.3423	0.0394	0.9251
YIR026C	YVH1	42C.8min	2	1	5069000	1950730	3035400	0.3033	0.0788	0.698
YIR026C	YVH1	46C.2min	2	2	12446100	6884300	3413600	0.4915	0.1948	0.8361
YIR026C	YVH1	46C.4min	2	2	8463800	6843700	9393900	0.392	0.1835	0.6684
YIR026C	YVH1	46C.8min	1	1	69403	102730	311100	0.2905	0.0939	0.5974
YIR028W	DAL4	42C.8min	1	1	4210300	600840	523680	0.2835	0.0343	0.8449
YIR028W	DAL4	46C.4min	1	1	16248000	10102000	10492000	0.453	0.1514	0.8075
YIR033W	MGA2	30C.rep1	1	1	48751	60164.0000000001	161160	0.2881	0.0821	0.6343
YIR033W	MGA2	30C.rep3	1	1	117210	1133600	97426.0000000001	0.9444	0.5949	0.9968
YIR034C	LYS1	30C.rep1	7	5	57902000	63325700	27578440	0.6202	0.4627	0.7542
YIR034C	LYS1	30C.rep2	3	3	86978000	30614600	16821500	0.6237	0.3649	0.8311
YIR034C	LYS1	30C.rep3	7	3	16692900	11149170	2900219	0.7999	0.5406	0.9407
YIR034C	LYS1	37C.8min	4	3	39860800	13934130	3377380	0.7515	0.402	0.9452
YIR034C	LYS1	42C.8min	2	2	1931880	953903	305566	0.6443	0.2253	0.9269
YIR034C	LYS1	46C.2min	4	3	24370630	22655000	3891100	0.7266	0.463	0.8987
YIR034C	LYS1	46C.4min	8	6	147176000	69394100	46997300	0.594	0.4429	0.727
YIR034C	LYS1	46C.8min	4	4	8135932	8404931.99999999	15782942	0.4682	0.3067	0.6457
YIR035C	YIR035C	30C.rep1	3	3	14919260	18126890	251735	0.963	0.9014	0.987
YIR035C	YIR035C	30C.rep2	1	1	637650	657610	336230	0.6622	0.2759	0.9148
YIR035C	YIR035C	30C.rep3	1	2	1633900	932300	823850	0.5739	0.1427	0.9458
YIR035C	YIR035C	37C.8min	0	1	NA	NA	NA	0.8942	0.1606	1
YIR035C	YIR035C	42C.8min	1	1	24464000	16326000	334440	0.9769	0.7056	0.9986
YIR035C	YIR035C	46C.8min	2	2	181321410	37174230	2428661	0.9465	0.866	0.9798
YIR036C	IRC24	30C.rep1	11	7	44404580	81854510	4481433	0.8936	0.8353	0.9317
YIR036C	IRC24	30C.rep3	1	2	527450	415180	74895	0.8329	0.3173	0.9922
YIR036C	IRC24	37C.8min	4	5	37907600	22964200	2430350	0.9153	0.679	0.9829
YIR036C	IRC24	42C.8min	4	4	26063600	14562500	3068580	0.7566	0.4606	0.9253
YIR036C	IRC24	46C.2min	3	1	20163300	20187100	1749770	0.8583	0.5867	0.9631
YIR036C	IRC24	46C.4min	10	5	58940800	46031800	8139460	0.9021	0.8425	0.9406
YIR036C	IRC24	46C.8min	4	2	4241884	10504830	1262898	0.8636	0.7535	0.9282
YIR037W	HYR1	30C.rep1	10	6	81911830	157933500	13487800	0.8751	0.8038	0.9241
YIR037W	HYR1	30C.rep2	4	3	66218300	34419100	5099740	0.8985	0.7832	0.9563
YIR037W	HYR1	30C.rep3	2	3	4124400	2957300	4406370	0.5737	0.2437	0.8844
YIR037W	HYR1	37C.8min	4	4	38754569.9999999	28033830	1616323	0.9589	0.8388	0.9921
YIR037W	HYR1	42C.8min	5	3	110935210	94579460	4270818	0.9393	0.8082	0.9821
YIR037W	HYR1	46C.2min	3	2	260544000	252474000	7676410	0.9711	0.8826	0.9932
YIR037W	HYR1	46C.4min	14	5	188251000	227374700	49281140	0.8534	0.7874	0.9032
YIR037W	HYR1	46C.8min	5	4	14310430	54336970	13068660	0.8065	0.6886	0.8864
YIR038C	GTT1	30C.rep1	4	3	9561000	5801740	4290610	0.5291	0.3121	0.7391
YIR038C	GTT1	30C.rep2	1	1	8716600	2634700	4799100	0.316	0.0785	0.7326
YIR038C	GTT1	30C.rep3	2	1	7102100	1565730	951180	0.3504	0.0754	0.8288
YIR038C	GTT1	37C.8min	2	2	19180400	8533700	8119489.99999999	0.7505	0.3468	0.9558
YIR038C	GTT1	42C.8min	2	2	11551900	3893500	17018100	0.2181	0.054	0.6193
YIR038C	GTT1	46C.2min	2	2	54329000	24795000	12580100	0.4674	0.1505	0.8338
YIR038C	GTT1	46C.4min	4	3	145139000	65186600	65305499.9999999	0.438	0.2539	0.6463
YIR038C	GTT1	46C.8min	1	1	167570	541350	843260	0.411	0.1703	0.7089
YJL001W	PRE3	30C.rep1	11	7	82128780	157873800	14600647	0.9053	0.8508	0.9423
YJL001W	PRE3	30C.rep2	2	2	10220100	2462390	272121	0.9315	0.775	0.9807
YJL001W	PRE3	30C.rep3	6	5	1674945	1248564	387760.3	0.8077	0.5421	0.9478
